Product title,SKU,Items sold,N. Revenue,Orders,Category,Variations
"DIN 477 No.10 Gas Arc Cylinder Connection - 1/4 NPT - 85mm Long - Brass with Stem, Nut and Seal",RSP16070,21,560.95,7,Gas Arc Spares &amp; Certificates,0
Tech-Master Inline Regulator 0-3.5bar 1/4NPT female inlet &amp; outlet connections,GPL400-02-03-00-01-000-00-A,21,3133.22,2,Gas Arc Cylinder Mounted Gas Regulators,0
"EZ Fit Gold Pipe Alignment Clamp - 1 to 14"" (25 - 270 mm)",EZG3-WWVP,21,2403.36,8,"Pipe Welding Clamps, E-Z Fit Gold Pipe Alignment Clamps",5
Pipeline Press Relieve Valve Set at 13 Bar In Brass,GCS09089,21,874.1,4,Welding Equipment,0
Heat Reflective Aluminised Cowboy Chaps One Size,GEM7,21,4655.69,2,Heat Reflective Clothing,0
Argon Regulator 1 Stage 2 Gauge 10 Bar,SSARG2G,20,498.6,7,Welding Equipment,0
Tempilstik Temperature Indicator Pen 225°C/437°F,TSC225,20,248.3,2,Temperature Indicator Pens,0
Triple Flint Lighter,DZ205001,20,44.7,2,Welding Tools,0
"Mathey Dearman PDQ Pipe Clamp 2 - 6"" (50 - 170mm)",1221,20,1735.35,11,PDQ Pipe Alignment Clamps,0
Tempilstik Temperature Indicator Pen 120°C / 248°F,TSC120,20,269.4,2,Temperature Indicator Pens,0
"Exact Cermet 165mm Saw Blade – Cuts Stainless Steel, Steel, Copper & Plastic (7010497)",7010497,20,1786.44,6,165mm Saw Blades &amp; Diamond Cutting Discs,0
Gas Economiser Repair Kit,AE2000I02,20,211.8,9,Gas Economisers - Oxy/Acetylene,0
Nevoc Cylinder Connection BS341  No.30 x 1/4 NPT Male Brass c/w Stem and Nut,RSP00262,20,715.86,5,"Regulator Bull Nose &amp; Nevoc Stem &amp; Nut, Regulator Stems &amp; Fittings",0
GA600 Inlet Pressure Gauge - 0-400 Bar,WIK02001,20,464,2,Gas Arc Spares &amp; Certificates,0
Lo-Vis Green Welding Curtain - 6X8,1471,20,713.52,3,Welding Curtains &amp; Frames - Standard,0
3M Versaflo TR-3802E P/Nuisance Leve Organic Vapour Filter For 3M Versaflo TR-300 Turbo Space Series,TR-3802E,20,822.94,8,Air Fed Face Shields,0
Balancer 10-14Kg 2500mm Stroke,9340,20,2757.8,8,Tool Balancers,0
"Flowmeter - 0-14 LPM - Flow Rate 0-14 litres per minute, LPM",FLOW14,20,207.36,4,Gas Economisers / Flowmeters,0
"PNM Nozzle 3/32"" Standard Length",PNM332,20,48.8,1,"Gas Cutting &amp; Gouging Nozzles, Oxy/Propane Cutting Nozzle PNM",0
"Cylinder Connection DIN477 No.1 x 1/4"" NPT with Stem, Nut &amp; Washer Stainless Steel",GCP37032.,20,1360,1,Cylinder Connectors,0
PJ8 Feed Through Roller Stand,PJ8,20,5556,2,Pipe Roller Stands,3
KEMPER Exhaust Arm with Hood,79 002-WWVP,20,11745.19,12,Kemper Exhaust Arms &amp; Hoods,6
Super 6 Gasless Flux Cored Wire Steel MIG Wire E71T-GS,7335-WWVP,20,90,1,Flux Cored MIG Wire - Steel,5
"Exact Cermet 140mm Saw Blade - Cuts Steel, Stainless Steel, Copper & Plastic (7010496)",7010496,19,1628.4,11,140mm Saw Blades &amp; Diamond Cutting Discs,0
KEMPER Spare Filter - Surface 15.8 m² (109 0010),109 0010,19,4388.03,12,Kemper Filters,0
Tech Master GPS421 Single Stage 2 Gauge Cylinder Regulator (Oxygen/Inert),GPS421-04-07-01-01-009-07-A-WWVP,19,7005.58,13,"Inert Gas Regulators, Oxygen Regulators",7
"Double Inflatable Purge Bag System, Sizes 2"" – 24"" (50 – 600mm)-OLD DO NOT USE",PB03-WWVP,19,2220.14,7,Inflatable Purge Bag Systems,21
Pipe Wrap-A-Round (Various Sizes),WAR216-1,19,612.64,12,Pipe Measuring &amp; Marking Tools,4
Circle Cutting Attachment (NM Torch),TJ111535 - 2030,18,219.24,8,Cutting Guides Oxy/Acet/Propane,0
"Kromer Welding Cap - Size 7 1/2""",ESF287005 - 1965,18,187.2,4,Welding Caps &amp; Balaclavas,0
Antox Pickling Paste with Brush - 71E Plus - 2 Kg,ANTOX71E/1,18,894.84,20,Pickling &amp; Neutralising Agents,0
PGNM Nozzle Size 2 (CCPGNM02),CCPGNM02,18,179,5,Oxy Propane Gouging Nozzles PGNM,0
Deox & Fit Stainless Steel Rust Removal Kit - Wipes,DF1,18,1244.42,5,Stainless Brighteners &amp; Rust Remover,0
Neutrix Tungsten Grinder Filter Cassette - 44510260,44510260,18,247.89,10,Handheld Tungsten Grinders,0
Tecna Standard Welding Electrodes (Pair) up to 23 kVA,3720TE,18,301.72,5,Tecna Pedestal Spot Welding Electrodes,0
KEMPER Spare Filter for FilterMaster (21 400),21 400,18,4616.54,9,Kemper Filters,0
Double Seal Flexible Connector (Lengths 120mm – 240mm ),DOUBLE-SEAL-CONN-WWVP,18,364.08,2,Double Seal Purge Systems,3
NM Type 48/75 Gas Cutting Torch (BU400B75),BU400B75,17,1157.84,5,Gas Cutting Torches,0
Cylinder Trolley Oxygen/Acetylene (DZ10001),DZ10001,17,850,1,Gas Cylinder Trolleys - Non UK Made,0
Ardrox Non Aqueous Developer - 9D1B (HF-D) - Box of 10,1331294,17,2485.02,15,Ardrox NDT Aerosols,0
Sifmig Zero SG3 Copper Free Steel MIG Wire - x 0.8 mm x 15 Kg - DISCONTINUED,WA190815,17,1066.75,5,Copper Free MIG Wire,0
GA600 High Pressure Manifold Regulator RAN07102 for Air,RAN07102AIR,17,9554.15,9,Gas Arc Cylinder Mounted Gas Regulators,0
Bymat Electrolyte B Cleaning Solution - 5 Litres,2015DB-B1213,17,1262.26,6,Bymat Weld Cleaning Machines,0
A18 Mild Steel MIG Wire (15kg Reel),VZ180650L-WWVP,17,342.02,10,Mild Steel MIG Wire,3
"Rapid Purge Inflatable Pipe Purge System, Sizes 8"" – 80"" (190 – 2044mm)-old",RP-WWVP-OLD,17,4366.25,6,Inflatable Purge Bag Systems,28
Flange Squares,FS300F-1,17,774,6,Welding Equipment,5
8X6 Welding Screen Complete - Green,1455,16,1286.32,6,Welding Curtains &amp; Frames - Standard,0
"Kromer Welding Cap - Size 7 3/8""",ESF287004,16,174.81,3,Welding Caps &amp; Balaclavas,0
Welding Bench Heavy Duty With 2mm Galvanised Steel Top Including Cupboard and Bottom Shelf 1200mm x 750mm x 840mm,1275SC,16,6341.12,1,Steel Top Welding Benches,0
PGNM Nozzle Size 1 (CCPGNM01),CCPGNM01,16,172.54,4,Oxy Propane Gouging Nozzles PGNM,0
"Gas Cylinder Extension (Right Hand) 5/8""",HFA10007,16,393.45,8,Cylinder Extensions Right or Left Hand,0
Devcon General Epoxy - 5 Minute - Devtube - 25ml,14251,16,197.02,4,Devcon Epoxy Adhesives,0
Weltek Navitek Airfed Grinding System with Shade 5 Flip Up Visor,CR7705,16,7243,3,Welding Helmets,0
Outlet Point Regulator (Single Stage Diaphragm) 0 - 6 Bar,LGP500-02-04-00-01-004-00-A,16,2388.64,3,LGP500 Outlet Point Gas Regulators,0
Regulator Stem &amp; Nut - Right Hand Duplication,RP00251,16,350.24,4,Regulator Stems &amp; Fittings,0
Ball Transfer Head - Steel,BTK3,16,861.94,3,"Multi-Stand Pipe Stands, Single Tube Pipe Stands, Tri-Stands &amp; Pipe Jacks",0
Steel Roller Head for Pair,DBDR-401,16,882.54,8,Double Roll Pipe Stands,0
Kemper Dusty Replacement Filter Unit,1090432,16,2021.4,3,Welding Equipment,0
Weld Star - HF 600 Solid Hardfacing MIG Wire - 15kg,6031100317-WWVP,16,3152.2,9,Hard Facing MIG Wire,2
Superon Super Optimal 7016 5kg MMA Electrodes,7412-WWVP,16,228,3,Steel &amp; Low Hydrogen Electrodes,3
"Spec-Master Two Stage 2 Gauge Cylinder Regulator, Inlet Pressure 0-300bar, Outlet Pressure 0-50bar BS 341 No.32 (Side Entry)1/4NPT Female Outlet",HPT621-04-10-01-01-023-00-A,16,13200,1,"Inert Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
"Standard Gas Lens Body 1/16"" (1.6mm) 45V43",45V43,15,33.6,1,TIG Torch Consumables,0
Outlet Point Bench Mounted (No Regulator) (3960001407),GCS35003/3960001407,15,1983.24,3,Bench &amp; Wall Mounted Outlet Points,0
KEMPER SmartMaster - Welding Fume Extraction Filter Set,1090454-1090453-1090452,15,4704.23,8,Kemper Filters,0
Duo Quick Change Nylon Wheels Head - Pair,NWH200/90067,15,708.82,5,Double Roll Pipe Stands,0
Cutting Tip 0.8mm (PT-60),51318.08,15,40.05,1,Jasic Plasma Cutter Spares,0
Tech Master GA3500 Inert Gas Regulator with Nevoc Fitting. RAN13011/3960000226,GPS421-04-13-01-01-021-04-A,15,7158.15,6,"Inert Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
"Mathey Dearman PDQ Pipe Clamp 6 - 14"" (150 - 350mm)",1222,15,1937.2,10,PDQ Pipe Alignment Clamps,0
90 Degree Adaptor Right Hand Extended Version,DA90RHEXT,15,196.8,1,Gas Hose and Regulator Fittings,0
Antox 75E Stainless Steel Brightener - 5 Litres,75E,15,1235.25,1,Stainless Brighteners &amp; Rust Remover,0
Welding Screen Complete - 2.0m x 2.0m,ECP363925,15,715,5,Welding Curtains &amp; Frames - Standard,0
Devcon Primer - Flexane FL-10,DEV15980,15,588.12,13,Devcon Flexane,0
Weld Star - ER 110S-G TIG Wire,3010300470-WWVP,15,885.06,6,TIG Filler Rods for High Strength Steel,3
KEMPER Replacement Hose,114 0348-WWVP,15,2510.07,10,Kemper Hoses &amp; Nozzles,3
Super 6 316L Stainless Steel TIG Wire 5kg,7222-WWVP,15,817.48,6,TIG Filler Rods for Stainless Steel,5
55 bar PRV that is fitted as standard to the GA600,RAC07016,15,855,1,"Fuel Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
Sifbronze Brazing Flux x 500grams,FO010050,14,260.58,10,Welding Fluxes,0
"High Pressure Flexible Hose - 900mm x 3/8"" - Female RH & 5/8 Female LH",GCS06130,14,2473,2,Gases other than Oxy/Oxy Mixture,0
Pipe Stand Fixed Leg - Stand Only,PJ3FX-b,14,556.5,2,Tri-Stands &amp; Pipe Jacks,0
Welding Rod Holder for Dry Storage &amp; Transportation of Electrodes,RG100SF,14,152.7,3,Welding Electrode Quivers and Ovens,0
1.5% Lanthanated 2.4 mm Tungsten Electrodes (Gold Tip) - Pack of 10,TEG-3/32 - HP16624,14,212,3,Lanthanated Tungsten Electrodes,0
Tech Master Outlet Point Regulator - GPP400 - Rear Entry Oxygen/Inert Regulator 0-6 Bar,39600000639,14,1920.66,1,"Inert Gas Regulators, Oxygen Regulators",0
KEMPER Spare Filter for VacuFil 500 (109 0440),109 0440,14,4162.2,3,"Kemper Hi Vacuum Fume Extraction, Kemper Filters",0
Mobile Work Bench With Steel Top Cupboard and Bottom Shelf - 1200mm x 600mm x 840mm,1260SCP,14,7000,1,Mobile Work Benches with Steel Top,0
Five Leg Pipe Stand with Vee Head &amp; Levelling Pads,3500+3500-1,14,3717.39,8,"V Head Stands, Five Leg Pipe Stands",0
DB Double Roll Pipe Stand Only (No Wheels),DBDR-400A,14,3038.8,6,Double Roll Pipe Stands,0
GeKa ELOX B Electrodes - 2209-15 - 4.0mm - 4.5kg,3010101567,14,402.5,1,Stainless Steel Welding Electrodes,0
Ardrox 800/3 (8032) Black High Sensitivity Magnetic Ink - Box of 10,1331542,13,1567.63,5,Ardrox NDT Aerosols,0
Stainless Steel Wheels - Set of 4,KPJH-303- SWK4GBC,13,1003.45,2,Tri-Stands &amp; Pipe Jacks,0
Weltek Navitak Airkos Spare Standard Battery (CR7020),CR7020,13,2138.07,11,Welding Helmet Spares,0
Tech-Master 0-300bar Gauge 1/4NPT Male Inlet (400bar Full Scale),WIK02064,13,294.5,5,Manifold &amp; Regulator Parts/Connectors,0
Magswitch Magnetic Ground Clamp 600 Amp (8100747),8100747,13,1106.38,4,Magswitch Magnetic Earth Clamps,0
95E Stainless Steel Rust Remover &amp; Passivator (HF Free) - 5L,95E,13,1285.93,6,Stainless Brighteners &amp; Rust Remover,0
Sifmig 5183 Aluminium MIG Wire,WO281265-WWVP,13,702.37,5,Aluminium MIG Wire,2
Super 6 4043 Aluminium MIG Wire,7004WWVP,13,501.59,7,Aluminium MIG Wire,10
EZ Fit Stainless Steel Covers &amp; Screws,EZG3SS-WWVP,13,395.66,4,E-Z Fit Gold Pipe Alignment Clamps,5
Welding Mastergage Cam-Type Weld Gauge,ET0031-1045,12,487.6,4,Welding Gauges,0
"Kromer Welding Cap - Size 7 1/8""",ESF287002/1962,12,128.2,3,Welding Caps &amp; Balaclavas,0
"Air Sander High Speed - 3"" - 5""",SP-913,12,418.62,2,Air Sanders / Air Polishers,0
Replacement Main Filter (CR-2B01/2013) for Weltek Airkos Blower Unit Pack of 2,CR7050/2,12,513.42,7,Welding Helmet Spares,0
PJ4 Multi Stand,PJ4,12,2541.14,6,Multi-Stand Pipe Stands,7
Neutrix/Ultima Tungsten Grinder Electrode Clamp / Collet 1.6 mm - 44510162,44510162,12,171.45,7,Handheld Tungsten Grinders,0
"KEMPER Replacement Filter - SmartFil, MaxiFil, WallMaster (42 m²) (109 0517)",109 0517,12,5779.61,5,Kemper Filters,0
Sifbronze Brazing Rods - No 101 Series - 1.5 mm x 1 Kg,RO101501,12,551.72,8,Oxy-Acetylene Welding Rods - Brazing,0
Inert Cylinder Adaptor,GCP20017,12,740.49,3,Cylinder Adaptors,0
Tech Master GPT401 5 Port Two Stage Gas Regulator FKM Seal (GPT401-04-05-01-01-010-00-A),3960007317,12,2580.68,5,Gas Arc Cylinder Mounted Gas Regulators,0
7018 - Vpack Low Hydrogen Electrode 5kg,7605-WWVP,12,175.84,3,Steel &amp; Low Hydrogen Electrodes,2
Super 6 SG3 Mild Steel MIG Wire (15kg Reel),7320-WWVP,12,360,6,Mild Steel MIG Wire,3
SINGLE CYLINDER TROLLEY (DZ10003),DZ10003,12,479.88,1,Gas Cylinder Trolleys - Non UK Made,0
Neutrix Handheld Tungsten Grinder - 110v,88896024,11,6295.49,6,Handheld Tungsten Grinders,0
Devcon Titanium Putty - 500g,DEV10761,11,966.23,5,Devcon Epoxy Metal Repair Putty,0
Airkos Navitek System Waist Belt CR7001,CR7001,11,522.86,8,Welding Helmet Spares,0
"Mathey Dearman PDQ Pipe Clamp 1 - 3"" (25 - 75mm)",1220,11,657.72,6,PDQ Pipe Alignment Clamps,0
3M Speedglas 9100 Comfort Sweat Band,168010,11,121.68,4,Welding Helmet Spares,0
Tech Master Inline GPL400 Regulator 0-10 Bar (3960000738),3960000738,11,1829.39,7,Gas Arc Cylinder Mounted Gas Regulators,0
DIN Type Panel Socket 70-95 mm,PS7095/EW7095PSW,11,46.45,2,"Welding Electrode Quivers and Ovens, Welding Cable - Plugs &amp; Sockets",0
Calibration and Replacement Sensor for MasterPurge 100 Weld Purge Monitor,PMRS-SC,11,1404,2,Weld Purge Monitors,0
Tecna 9321 Tool Balancer (Capacity 2-4 Kg) - 2000 mm Stroke,9321,11,878.64,7,Tool Balancers,0
Pipe Stand &amp; V-Head,DWT-RG350300,11,1513.87,5,Tri-Stands &amp; Pipe Jacks,0
KEMPER ProfiMaster - Spare Filter (109 0457),109 0457,11,2686.8,6,Kemper Filters,0
Sifmig 4043 Aluminium MIG Wire,WO150805-WWVP,11,104.98,2,Aluminium MIG Wire,6
SG2 Mild Steel MIG Wire (15kg Reel),WA180815-WWVP,11,232.48,6,Mild Steel MIG Wire,3
Sifalloy No 73 Copper Nickel TIG Rods (70/30 Cuni) 3.2mm 5kg,RT733250-WWVP,11,4132.92,2,TIG Filler Rods for Copper/Copper-Nickel,0
Sifsteel Stainless 316L TIG Rods,RO210801-WWVP,11,627.72,5,TIG Filler Rods for Stainless Steel,10
Replacement Orings,ORI-07001,11,161.25,2,Gas Arc Spares &amp; Certificates,0
PIPELINE PRESSURE RELIEF VALVE 12 bar ASSEMBLY,GCS09107,11,1770.68,4,Welding Equipment,0
Superon Super Optimal 308L-17 Electrodes 2kg,7438S-WWVP,11,220,2,Stainless Steel Welding Electrodes,2
6X4 Hi-Vis Amber Welding Curtain,EZ6X4HA,10,253.3,1,Welding Curtains &amp; Frames - Standard,0
6' x 6' Hi-Vis Amber Welding Curtain,EZ6X6HA,10,334,4,Welding Curtains &amp; Frames - Standard,0
2% Thoriated 2.4 mm Tungsten Electrodes (Red Tip) - Pack of 10,HP16124-1107,10,204.16,4,Thoriated Tungsten Electrodes,0
Short Back Cap 41V33,41V33,10,7.7,1,TIG Torch Consumables,0
Medium Back Cap 41V35,41V35,10,5.3,1,TIG Torch Consumables,0
Tempilstik Temperature Indicator Pen 152°C/306°F,TSC152,10,140,1,Temperature Indicator Pens,0
Tempilstik Temperature Indicator Pen 177°C/350°F,TSC177,10,131.3,1,Temperature Indicator Pens,0
Tempilstik Temperature Indicator Pen 50°C/122°F,TSC050,10,131.3,1,Temperature Indicator Pens,0
Spring Rewind Cable Reel (Redashe YRC25) - 6 m,YRC25-6M,10,1131.74,5,Cable Reels,0
Red Leather Welders Apron with Buckle Straps,1899,10,131.5,3,Welding Aprons,0
Gas Economiser - Oxy-Acetylene,2034,10,719.96,9,Gas Economisers - Oxy/Acetylene,0
KEMPER Replacement Extraction Hood (79 103 00),79106,10,1259.53,10,Kemper Exhaust Arms &amp; Hoods,0
Weldas Soft Touch TIG Gauntlet Gloves,10-1007-WWVP,10,139.61,5,Welding Gloves &amp; Gauntlets,3
GA600 High Pressure Inert Gas Manifold Regulator RAN07102,RAN07102,10,5732.83,7,"Inert Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
Large Vee Head,DBJH-304,10,635.3,1,Tri-Stands &amp; Pipe Jacks,0
Quattro Pipe Stand - Castor Wheel Kit,RWK4,10,1531.25,3,Quattro Pipe Stands,0
"Heavy Duty Roller Pipe Stand 4"" to 24""",RPS6B,10,1375,2,"Pipe Roller Stands, Floor Mounted Roller Stands",6
Regulator Blanking Plugs ½ x 27,RAC03173,10,78,2,Gas Arc Spares &amp; Certificates,0
Lightweight Welding Nozzle No.5,CCLW05,10,22.2,1,Lightweight Welding Nozzles,0
Gas Arc Regulator Calibration Certificate,GARCC,10,1732.8,5,Gas Arc Spares &amp; Certificates,0
3M Speedglas Adflo Particle Filter (837012) - Pack of 2,837012,10,650.2,1,Welding Helmet Spares,0
Crusader Air Fed Paint Spraying &amp; Finishing Helmet - Lite Series,P1112-CRU/LITE,10,1292.7,1,Welding Equipment,0
Sifsilcopper No 968 Copper TIG Rods - 1.6 mm,RO961601-WWVP,10,543.85,9,TIG Filler Rods for Brazing/Bronze Welding,2
Tech Master Outlet Point Regulator - GPP400 - Rear Entry Oxygen/Inert Regulator 0-10 Bar,39600000387,10,1318.89,4,"Inert Gas Regulators, Oxygen Regulators",0
Rotary Earth Clamp,REC1,10,741.68,10,Pipe Measuring &amp; Marking Tools,0
Clear PVC Welding Strip Curtains 300 x 3mm - 50 m,300X3CLEAR,10,1585.6,6,Strip Curtains,0
Acetylene Gas Burner for Economiser,AE2000/AC,10,25,1,Gas Economisers - Oxy/Acetylene,0
Leak Detector Spray 400ML,EG3001,10,18,1,Leak Detection Spray,0
Cutting Tool 37.5 Deg Heavy Duty (Set of 3),CTB376HD-WWVP,10,881.2,3,Pipe Prep Blades,2
Pipe Roller Stand,RPS4,10,1602.09,5,"Pipe Roller Stands, Floor Mounted Roller Stands, Multi-Stand Pipe Stands",6
Isol-N Solution - 5 Litre,ISOL-N5,10,515,9,IsoJet Stainless Steel Weld Cleaner,0
Victor Cutting Nozzle - Series 1 - Type 101 - Acetylene Cutting Tip - Size 5,0330-0008,10,116,1,Victor Cutting Nozzles,0
3M Versaflo TR-300 P3-Filter / Particulate Filter - TR-3712E,TR-3712E,10,294.8,3,Air Fed Face Shields,0
Steel Wheel Kit,SWK3,10,354.3,4,"Floor Mounted Roller Stands, Multi-Stand Pipe Stands, Single Tube Pipe Stands, Tri-Stands &amp; Pipe Jacks",0
Ball Transfer Head - Stainless Steel,BTK3SS,10,699,1,"Multi-Stand Pipe Stands, Single Tube Pipe Stands, Tri-Stands &amp; Pipe Jacks",0
3M™ Speedglas™ 9100 Series Product Carry Bag,790101,10,603.48,4,Welding Helmet Spares,0
Premium TIG Welders Gloves (Fingertip Sensitivity),FSTG,10,57.7,1,Welding Gloves &amp; Gauntlets,0
Tecna 9337 Tool Balancer (4-6 Kg) - 2500 mm Stroke,9337,10,1055.36,6,Tool Balancers,0
Brazing Flux - 500 Gram Container,7522,10,214.48,3,Welding Fluxes,0
Pipe Roller Head - Stainless Steel Wheels,SWK350SS,10,587.88,2,"Multi-Stand Pipe Stands, Single Tube Pipe Stands, Tri-Stands &amp; Pipe Jacks",0
Double Roll Pipe Stand Three Arm Model c/w Steel Wheels,KPDR-400C-1/DBDR-400C-1,10,2254,4,Double Roll Pipe Stands,0
Earth Clamp Screw Type (600 Amp),SC600,10,85.1,1,Earth Clamps,0
Electrode Holder Optimum Style 1 Screw (300 Amp),OP300-1/1025,10,50.4,1,Electrode Holders MMA,0
Welding Curtain Frame 6' x 6' (Extendable to 8' x 6'),CF6X6EXT,10,309.44,3,Welding Curtain Frames &amp; Arms,0
"ANM Standard Length Cutting Nozzle - Size 3/64""",ANM364,10,30,1,Gas Cutting &amp; Gouging Nozzles,0
"ANM Cutting Nozzle 1/16"" Standard Length",ANM116,10,30,1,Gas Cutting &amp; Gouging Nozzles,0
"ANM Standard Length Cutting Nozzle - Size 5/64""",ANM564,10,30,1,Gas Cutting &amp; Gouging Nozzles,0
"ANM Cutting Nozzle 3/32"" Standard Length",ANM332,10,30,1,Gas Cutting &amp; Gouging Nozzles,0
AHT 25 Acetylene Heating Nozzle,AHT25,10,47.4,1,Gas Cutting &amp; Gouging Nozzles,0
Sifmig 968 MIG Brazing Wire,WO960807-WWVP,10,726.17,9,Brazing MIG Wire,8
Weld Star SG2 (G3Si1) Mild Steel MIG Wire (15kg Reel),3010200522-WWVP,10,263.28,4,Mild Steel MIG Wire,4
Pipe Stand Phenolic Slip On Wheel Head - Set of 2,90032,10,550,1,Tri-Stands &amp; Pipe Jacks,0
Evolution Long Broaching Cutter (50mm Length - Various Diameters),42L-WWVP,10,454.07,7,Broaching Cutters,54
Tempilstik Temperature Indicator Pen 101°C/213°F,TSC101,10,117,1,Temperature Indicator Pens,0
Super 6 5356 Aluminium TIG Wire 2.5kg,7057-WWVP,10,203.72,4,TIG Filler Rods for Aluminium,3
Tech Master GPT400 Multi Stage 2 Gauge Cylinder Regulator (Oxygen/Inert),GPT401-04-02-01-01-009-07-A-WWVP,10,2087.47,5,"Inert Gas Regulators, Oxygen Regulators",8
REG OUTLET - 1/4 NPT X 3/8 BSP - RH,RSP00120,10,76.77,2,Manifold &amp; Regulator Parts/Connectors,0
"Nylon Expanding Pipe Stoppers 1.5"" - 6""",NYLON-PIPE-STOPPERS-WWVP,10,75.55,2,Expandable Pipe Stoppers,8
Thermapen® | Surface Probe,231-212,10,797.5,1,Welding &amp; Marking Tools,0
"Kromer Welding Cap - Size 7 3/4"" (ESF287006-2653)",ESF287006-2653,9,98.7,2,Welding Caps &amp; Balaclavas,0
Outlet Point Wall Mounted (No Regulator) (3960001391),GCS35002/3960001391,9,1257.75,3,Bench &amp; Wall Mounted Outlet Points,0
Hardfacing Electrode HF-400 x 4 mm - 6.5 Kg,HF-400-40,9,474.69,6,Hard Surfacing Electrodes,0
Magswitch MagSquare 600 (8100106),8100106,9,3138.45,2,Work Holding Devices - Fixed Angle,0
Duo Stainless Steel Wheel Quick Change Heads (Pair),90066,9,491.41,4,Double Roll Pipe Stands,0
Sifsteel No 11 Steel Gas Welding Rods Copper Coated - 3.2 mm x 5 Kg,RO113250,9,225,1,Oxy-Acetylene Welding Rods - Steel,0
GA600 High Pressure Oxygen Gas Manifold Regulator RAN07101,RAN07101,9,5201.19,9,"Oxygen Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
Magswitch Magnetic Earth Clamp 300 Amp (8100746),8100746,9,790.62,5,"Earth Clamps, Magswitch Magnetic Earth Clamps",0
Tech-Master Outlet Point Regulator 1/4NPT Rear Entry 0-10bar 3/8BSP Right Hand Male Outlet Connection - GPP400-02-05-00-01-004-07-A,3960000387,9,1120.51,2,Outlet Point Gas Regulators,0
